RUN	EmployeeAcceptOrder	employeeacceptorder	1549125057005	 	3.0.3
USER	EmployeeAcceptOrder	1	START	1549125057905	1549125057905
REQUEST	1		request_0	1549125057927	1549125057954	OK	 
REQUEST	1		request_0 Redirect 1	1549125057964	1549125057968	OK	 
REQUEST	1		request_1	1549125063001	1549125063609	OK	 
REQUEST	1		request_2	1549125065610	1549125065627	OK	 
REQUEST	1		request_3	1549125065643	1549125065655	OK	 
REQUEST	1		request_4	1549125067655	1549125067660	OK	 
REQUEST	1		request_5	1549125067662	1549125067666	OK	 
REQUEST	1		request_6	1549125067663	1549125067668	OK	 
REQUEST	1		request_7	1549125067663	1549125067669	OK	 
REQUEST	1		request_8	1549125074678	1549125074687	OK	 
REQUEST	1		request_9	1549125074689	1549125074691	OK	 
REQUEST	1		request_10	1549125074689	1549125074700	OK	 
REQUEST	1		request_11	1549125079696	1549125079699	OK	 
REQUEST	1		request_11 Redirect 1	1549125079700	1549125079702	OK	 
REQUEST	1		request_11 Redirect 2	1549125079703	1549125079706	OK	 
USER	EmployeeAcceptOrder	1	END	1549125057905	1549125079709
